id,pid,count
34500,"doi:10.25346/S6/CXO9PD/KSTIVA",14
34503,"doi:10.25346/S6/CXO9PD/UUJYDU",14
34506,"doi:10.25346/S6/CXO9PD/UTWAXV",14
34508,"doi:10.25346/S6/CXO9PD/C9NUGG",14
34510,"doi:10.25346/S6/CXO9PD/OZ0OZQ",14
34511,"doi:10.25346/S6/CXO9PD/IAMRBI",14
34512,"doi:10.25346/S6/CXO9PD/LV7GX1",14
34516,"doi:10.25346/S6/CXO9PD/PYPL4S",14
34518,"doi:10.25346/S6/CXO9PD/GXDC8W",14
34520,"doi:10.25346/S6/CXO9PD/CAI32B",14
34522,"doi:10.25346/S6/CXO9PD/SSQEDN",14
34524,"doi:10.25346/S6/CXO9PD/MTI0BD",14
34526,"doi:10.25346/S6/CXO9PD/K18CVR",14
34529,"doi:10.25346/S6/CXO9PD/PMCFB3",14
34532,"doi:10.25346/S6/CXO9PD/G6FTGL",14
34536,"doi:10.25346/S6/CXO9PD/JWZ8WN",14
34538,"doi:10.25346/S6/CXO9PD/KZ75FD",14
34540,"doi:10.25346/S6/CXO9PD/E3KBBB",14
34542,"doi:10.25346/S6/CXO9PD/1MWBU5",14
34545,"doi:10.25346/S6/CXO9PD/USPYW8",14
34546,"doi:10.25346/S6/CXO9PD/FYYWYF",14
34548,"doi:10.25346/S6/CXO9PD/XTKCRX",14
34550,"doi:10.25346/S6/CXO9PD/UUUJDP",14
34551,"doi:10.25346/S6/CXO9PD/SITW5Y",14
34552,"doi:10.25346/S6/CXO9PD/GGEB5T",14
34555,"doi:10.25346/S6/CXO9PD/GIS8KQ",14
34556,"doi:10.25346/S6/CXO9PD/KAU9ME",14
34558,"doi:10.25346/S6/CXO9PD/MY41HO",14
34564,"doi:10.25346/S6/CXO9PD/E3LFNT",14
34565,"doi:10.25346/S6/CXO9PD/QZPBYL",14
34568,"doi:10.25346/S6/CXO9PD/BMY9LH",14
34572,"doi:10.25346/S6/CXO9PD/GPRCHC",14
34577,"doi:10.25346/S6/CXO9PD/AFYIKM",14
34580,"doi:10.25346/S6/CXO9PD/FCYAIB",14
34581,"doi:10.25346/S6/CXO9PD/3ZCABA",14
34588,"doi:10.25346/S6/CXO9PD/BKTGEK",14
34590,"doi:10.25346/S6/CXO9PD/Y9Z22K",14
34592,"doi:10.25346/S6/CXO9PD/GYLB5T",14
34596,"doi:10.25346/S6/CXO9PD/5BDB0A",14
34597,"doi:10.25346/S6/CXO9PD/TVAS99",14
34601,"doi:10.25346/S6/CXO9PD/MOQEME",14
34602,"doi:10.25346/S6/CXO9PD/HQNNQ6",14
34603,"doi:10.25346/S6/CXO9PD/PXRQYD",14
34606,"doi:10.25346/S6/CXO9PD/VWAYM8",14
34611,"doi:10.25346/S6/CXO9PD/5U95ST",14
34614,"doi:10.25346/S6/CXO9PD/P72UFI",14
34616,"doi:10.25346/S6/CXO9PD/APSUJ8",14
34618,"doi:10.25346/S6/CXO9PD/ZMOWKW",14
34625,"doi:10.25346/S6/CXO9PD/SQOXV0",14
34628,"doi:10.25346/S6/CXO9PD/L1SJ11",14
34633,"doi:10.25346/S6/CXO9PD/4ZA0HB",14
34637,"doi:10.25346/S6/CXO9PD/NAFGEF",14
34639,"doi:10.25346/S6/CXO9PD/49MOJD",14
34641,"doi:10.25346/S6/CXO9PD/O6O3YX",14
34647,"doi:10.25346/S6/CXO9PD/KOAIV9",14
34649,"doi:10.25346/S6/CXO9PD/EOUPYS",14
34650,"doi:10.25346/S6/CXO9PD/N06ZYP",14
34652,"doi:10.25346/S6/CXO9PD/1ZWNER",14
34657,"doi:10.25346/S6/CXO9PD/CDKXOD",14
34658,"doi:10.25346/S6/CXO9PD/NRCSDT",14
34661,"doi:10.25346/S6/CXO9PD/ODNRPL",14
34662,"doi:10.25346/S6/CXO9PD/ONOHU4",14
34664,"doi:10.25346/S6/CXO9PD/NRNQJ0",14
34665,"doi:10.25346/S6/CXO9PD/5KUPAB",14
34666,"doi:10.25346/S6/CXO9PD/OTHBKB",14
34668,"doi:10.25346/S6/CXO9PD/L0QMBC",14
34671,"doi:10.25346/S6/CXO9PD/8C6FE1",14
34676,"doi:10.25346/S6/CXO9PD/CBQ6S8",14
34677,"doi:10.25346/S6/CXO9PD/HBYEOV",14
34680,"doi:10.25346/S6/CXO9PD/93PVB2",14
34683,"doi:10.25346/S6/CXO9PD/WOMHCJ",14
34685,"doi:10.25346/S6/CXO9PD/XJXGAY",14
34687,"doi:10.25346/S6/CXO9PD/6K8WYW",14
34688,"doi:10.25346/S6/CXO9PD/BAYQ8I",14
34690,"doi:10.25346/S6/CXO9PD/0NI9BW",14
34692,"doi:10.25346/S6/CXO9PD/T6AX5P",14
34693,"doi:10.25346/S6/CXO9PD/0H8SP6",14
34694,"doi:10.25346/S6/CXO9PD/ISB3P0",14
34696,"doi:10.25346/S6/CXO9PD/BUZE0F",14
34700,"doi:10.25346/S6/CXO9PD/V2PDVA",14
34704,"doi:10.25346/S6/CXO9PD/WOPSEI",14
34705,"doi:10.25346/S6/CXO9PD/VBRZAI",14
34714,"doi:10.25346/S6/CXO9PD/UT7O9X",14
34715,"doi:10.25346/S6/CXO9PD/KC3V8U",14
34721,"doi:10.25346/S6/CXO9PD/WUTJNQ",14
34722,"doi:10.25346/S6/CXO9PD/BOCDGC",14
34723,"doi:10.25346/S6/CXO9PD/2XJICB",14
34732,"doi:10.25346/S6/CXO9PD/YOI8E9",14
34735,"doi:10.25346/S6/CXO9PD/6P3KML",14
34736,"doi:10.25346/S6/CXO9PD/TAKYG5",14
34738,"doi:10.25346/S6/CXO9PD/XOWA79",14
34740,"doi:10.25346/S6/CXO9PD/XLUHY2",14
34741,"doi:10.25346/S6/CXO9PD/DEDUYC",14
34742,"doi:10.25346/S6/CXO9PD/CZSJUV",14
34744,"doi:10.25346/S6/CXO9PD/LOTQX4",14
34745,"doi:10.25346/S6/CXO9PD/Z9Q9Q7",14
34748,"doi:10.25346/S6/CXO9PD/605MAU",14
34751,"doi:10.25346/S6/CXO9PD/KAJTWJ",14
34752,"doi:10.25346/S6/CXO9PD/UUUQ0Y",14
34754,"doi:10.25346/S6/CXO9PD/Y2MOFM",14
34755,"doi:10.25346/S6/CXO9PD/27D1RJ",14
34756,"doi:10.25346/S6/CXO9PD/UCYRII",14
34759,"doi:10.25346/S6/CXO9PD/BTP31N",14
34763,"doi:10.25346/S6/CXO9PD/K4EXZY",14
34766,"doi:10.25346/S6/CXO9PD/EZNDEA",14
34768,"doi:10.25346/S6/CXO9PD/A28FEV",14
34769,"doi:10.25346/S6/CXO9PD/HPXRGF",14
34772,"doi:10.25346/S6/CXO9PD/6Q2H2T",14
34773,"doi:10.25346/S6/CXO9PD/1EAJNI",14
34774,"doi:10.25346/S6/CXO9PD/7A7LVK",14
34776,"doi:10.25346/S6/CXO9PD/GI72NE",14
34777,"doi:10.25346/S6/CXO9PD/2UQLLF",14
34778,"doi:10.25346/S6/CXO9PD/JJ9T6U",14
34780,"doi:10.25346/S6/CXO9PD/A5J1KT",14
34783,"doi:10.25346/S6/CXO9PD/PSK6CU",14
34784,"doi:10.25346/S6/CXO9PD/BJXITQ",14
34787,"doi:10.25346/S6/CXO9PD/LMOT9W",14
34789,"doi:10.25346/S6/CXO9PD/VIGOWZ",14
34792,"doi:10.25346/S6/CXO9PD/LFVICD",14
34793,"doi:10.25346/S6/CXO9PD/BQERDW",14
34794,"doi:10.25346/S6/CXO9PD/RJ7XO9",14
34799,"doi:10.25346/S6/CXO9PD/RSWOYI",14
34800,"doi:10.25346/S6/CXO9PD/ZJCMJX",14
34801,"doi:10.25346/S6/CXO9PD/RM9ZE5",14
34802,"doi:10.25346/S6/CXO9PD/NL0IL9",14
34803,"doi:10.25346/S6/CXO9PD/WS2OKH",14
34804,"doi:10.25346/S6/CXO9PD/7VMEQP",14
34805,"doi:10.25346/S6/CXO9PD/2Z1I69",14
34807,"doi:10.25346/S6/CXO9PD/GNWCVL",14
34809,"doi:10.25346/S6/CXO9PD/3HTADY",14
34810,"doi:10.25346/S6/CXO9PD/SFPD5D",14
34812,"doi:10.25346/S6/CXO9PD/NVO66S",14
34813,"doi:10.25346/S6/CXO9PD/MKFGNQ",14
34814,"doi:10.25346/S6/CXO9PD/DNNYZU",14
34822,"doi:10.25346/S6/CXO9PD/FO7O03",14
34826,"doi:10.25346/S6/CXO9PD/BLSP3G",14
34828,"doi:10.25346/S6/CXO9PD/0HIXOY",14
34829,"doi:10.25346/S6/CXO9PD/R0UOQQ",14
34831,"doi:10.25346/S6/CXO9PD/DTTVM6",14
34832,"doi:10.25346/S6/CXO9PD/A5AM2T",14
34839,"doi:10.25346/S6/CXO9PD/RINCUS",14
34847,"doi:10.25346/S6/CXO9PD/ECW3HO",14
34851,"doi:10.25346/S6/CXO9PD/DJF35Q",14
34854,"doi:10.25346/S6/CXO9PD/LVCSY5",14
34855,"doi:10.25346/S6/CXO9PD/J7K51S",14
34858,"doi:10.25346/S6/CXO9PD/LLOJJB",14
34865,"doi:10.25346/S6/CXO9PD/HDAGPJ",14
34866,"doi:10.25346/S6/CXO9PD/RVN6JW",14
34870,"doi:10.25346/S6/CXO9PD/CCGSAO",14
34871,"doi:10.25346/S6/CXO9PD/QVOTSF",14
34872,"doi:10.25346/S6/CXO9PD/KLZNYW",14
34873,"doi:10.25346/S6/CXO9PD/58CTTP",14
34874,"doi:10.25346/S6/CXO9PD/NU8X5G",14
34879,"doi:10.25346/S6/CXO9PD/QEGMSH",14
34881,"doi:10.25346/S6/CXO9PD/9BYEQC",14
34886,"doi:10.25346/S6/CXO9PD/SQTUZO",14
34894,"doi:10.25346/S6/CXO9PD/LBCDOF",14
34895,"doi:10.25346/S6/CXO9PD/WJVYLK",14
34899,"doi:10.25346/S6/CXO9PD/ZVUAB5",14
34900,"doi:10.25346/S6/CXO9PD/WVY7CJ",14
34902,"doi:10.25346/S6/CXO9PD/AXZNFS",14
34903,"doi:10.25346/S6/CXO9PD/446BA4",14
34904,"doi:10.25346/S6/CXO9PD/EE02VL",14
34912,"doi:10.25346/S6/CXO9PD/ELZXI5",14
34915,"doi:10.25346/S6/CXO9PD/ESTPJ3",14
34916,"doi:10.25346/S6/CXO9PD/8PCTHO",14
34917,"doi:10.25346/S6/CXO9PD/GBRIP2",14
34918,"doi:10.25346/S6/CXO9PD/YAQVWR",14
34919,"doi:10.25346/S6/CXO9PD/YUNYQ8",14
34920,"doi:10.25346/S6/CXO9PD/Q0RSYQ",14
34923,"doi:10.25346/S6/CXO9PD/OQTRUE",14
34925,"doi:10.25346/S6/CXO9PD/GUHXRN",14
34929,"doi:10.25346/S6/CXO9PD/DKDSNM",14
34930,"doi:10.25346/S6/CXO9PD/EONKKN",14
34931,"doi:10.25346/S6/CXO9PD/RWIHRB",14
34934,"doi:10.25346/S6/CXO9PD/IMEECW",14
34938,"doi:10.25346/S6/CXO9PD/M8JN2B",14
34939,"doi:10.25346/S6/CXO9PD/MVH6I1",14
34941,"doi:10.25346/S6/CXO9PD/3NRJBL",14
34944,"doi:10.25346/S6/CXO9PD/JUBXWA",14
34946,"doi:10.25346/S6/CXO9PD/KL56HT",14
34947,"doi:10.25346/S6/CXO9PD/VUGNPA",14
34948,"doi:10.25346/S6/CXO9PD/J0M4VJ",14
34949,"doi:10.25346/S6/CXO9PD/17V9MM",14
34950,"doi:10.25346/S6/CXO9PD/5KOVXD",14
34954,"doi:10.25346/S6/CXO9PD/UN2HTU",14
34955,"doi:10.25346/S6/CXO9PD/SJM89Y",14
34965,"doi:10.25346/S6/CXO9PD/6HF6JB",14
34968,"doi:10.25346/S6/CXO9PD/IX06ZD",14
34970,"doi:10.25346/S6/CXO9PD/2GG801",14
34972,"doi:10.25346/S6/CXO9PD/TJFBEE",14
34974,"doi:10.25346/S6/CXO9PD/P4DB7P",14
34976,"doi:10.25346/S6/CXO9PD/UVLNJ7",14
34978,"doi:10.25346/S6/CXO9PD/ARQZCN",14
34981,"doi:10.25346/S6/CXO9PD/OKHU5M",14
34982,"doi:10.25346/S6/CXO9PD/YXNKIC",14
34984,"doi:10.25346/S6/CXO9PD/I4HWXK",14
34985,"doi:10.25346/S6/CXO9PD/ZXCU2N",14
34987,"doi:10.25346/S6/CXO9PD/U6MJOK",14
34988,"doi:10.25346/S6/CXO9PD/2DLS8X",14
34990,"doi:10.25346/S6/CXO9PD/C3GJXC",14
34991,"doi:10.25346/S6/CXO9PD/82QWVH",14
34992,"doi:10.25346/S6/CXO9PD/TR9FLM",14
34993,"doi:10.25346/S6/CXO9PD/PDFC0Z",14
34997,"doi:10.25346/S6/CXO9PD/RYT1VG",14
35001,"doi:10.25346/S6/CXO9PD/BRGMKP",14
35003,"doi:10.25346/S6/CXO9PD/6YKWES",14
35004,"doi:10.25346/S6/CXO9PD/L903XS",14
35005,"doi:10.25346/S6/CXO9PD/HQTWRY",14
35008,"doi:10.25346/S6/CXO9PD/OHSXC2",14
35009,"doi:10.25346/S6/CXO9PD/2NUMFR",14
35010,"doi:10.25346/S6/CXO9PD/B3JUAG",14
35011,"doi:10.25346/S6/CXO9PD/QBL6QQ",14
35013,"doi:10.25346/S6/CXO9PD/FEX6E6",14
35017,"doi:10.25346/S6/CXO9PD/5V5QPH",14
35020,"doi:10.25346/S6/CXO9PD/RUSYYR",14
35022,"doi:10.25346/S6/CXO9PD/A32LIT",14
35023,"doi:10.25346/S6/CXO9PD/OQMN6I",14
35030,"doi:10.25346/S6/CXO9PD/DALHBV",14
35034,"doi:10.25346/S6/CXO9PD/PEYBUL",14
35036,"doi:10.25346/S6/CXO9PD/A3IACK",14
35038,"doi:10.25346/S6/CXO9PD/JBA9M3",14
35042,"doi:10.25346/S6/CXO9PD/G6CFDH",14
35043,"doi:10.25346/S6/CXO9PD/FPMHPE",14
35044,"doi:10.25346/S6/CXO9PD/PWKLXH",14
35053,"doi:10.25346/S6/CXO9PD/JFFD2M",14
35058,"doi:10.25346/S6/CXO9PD/4JAWLM",14
35059,"doi:10.25346/S6/CXO9PD/XPYPQJ",14
35063,"doi:10.25346/S6/CXO9PD/1OKRPM",14
35064,"doi:10.25346/S6/CXO9PD/WRBK0S",14
35069,"doi:10.25346/S6/CXO9PD/JTPV9G",14
35071,"doi:10.25346/S6/CXO9PD/11TUN0",14
35072,"doi:10.25346/S6/CXO9PD/R4VOKN",14
35073,"doi:10.25346/S6/CXO9PD/PUYEAA",14
35077,"doi:10.25346/S6/CXO9PD/GVKQ4H",14
35078,"doi:10.25346/S6/CXO9PD/W56VIQ",14
35079,"doi:10.25346/S6/CXO9PD/JFOUOS",14
35080,"doi:10.25346/S6/CXO9PD/UU3DCA",14
35081,"doi:10.25346/S6/CXO9PD/KCQXXK",14
35082,"doi:10.25346/S6/CXO9PD/S9PWWM",14
35086,"doi:10.25346/S6/CXO9PD/AM009J",14
35088,"doi:10.25346/S6/CXO9PD/O8EN2G",14
35091,"doi:10.25346/S6/CXO9PD/J3ZZTT",14
35092,"doi:10.25346/S6/CXO9PD/IC41RW",14
35093,"doi:10.25346/S6/CXO9PD/BSRHNT",14
35096,"doi:10.25346/S6/CXO9PD/CONVT9",14
35097,"doi:10.25346/S6/CXO9PD/2DIN2C",14
35102,"doi:10.25346/S6/CXO9PD/X47NMN",14
35104,"doi:10.25346/S6/CXO9PD/MNI68L",14
35108,"doi:10.25346/S6/CXO9PD/0GQZSV",14
35110,"doi:10.25346/S6/CXO9PD/YDPP7L",14
35114,"doi:10.25346/S6/CXO9PD/OEBBML",14
35119,"doi:10.25346/S6/CXO9PD/JJS34D",14
35120,"doi:10.25346/S6/CXO9PD/7XNSEP",14
35121,"doi:10.25346/S6/CXO9PD/51UAWD",14
35122,"doi:10.25346/S6/CXO9PD/7HQOB1",14
35125,"doi:10.25346/S6/CXO9PD/JGUJZ7",14
35130,"doi:10.25346/S6/CXO9PD/FDEA6N",14
35131,"doi:10.25346/S6/CXO9PD/23OJAP",14
35133,"doi:10.25346/S6/CXO9PD/DI9EDM",14
35136,"doi:10.25346/S6/CXO9PD/33ZOHS",14
35137,"doi:10.25346/S6/CXO9PD/C6PMHV",14
35144,"doi:10.25346/S6/CXO9PD/BNHQRN",14
35150,"doi:10.25346/S6/CXO9PD/OYJYHA",14
35152,"doi:10.25346/S6/CXO9PD/EDKNN4",14
35153,"doi:10.25346/S6/CXO9PD/1EUO8L",14
35155,"doi:10.25346/S6/CXO9PD/JTASHY",14
35158,"doi:10.25346/S6/CXO9PD/IULCWB",14
35160,"doi:10.25346/S6/CXO9PD/REBTKE",14
35166,"doi:10.25346/S6/CXO9PD/RJRTL5",14
35169,"doi:10.25346/S6/CXO9PD/QG8PNU",14
35171,"doi:10.25346/S6/CXO9PD/WGDPWE",14
35173,"doi:10.25346/S6/CXO9PD/O0MBQA",14
35175,"doi:10.25346/S6/CXO9PD/J5OYW9",14
35179,"doi:10.25346/S6/CXO9PD/GIHHPV",14
35180,"doi:10.25346/S6/CXO9PD/6XWH2E",14
35183,"doi:10.25346/S6/CXO9PD/WYL9JB",14
35185,"doi:10.25346/S6/CXO9PD/AZAIS8",14
35186,"doi:10.25346/S6/CXO9PD/AUXZYN",14
35188,"doi:10.25346/S6/CXO9PD/O0Z0GK",14
35191,"doi:10.25346/S6/CXO9PD/BC7UE5",14
35193,"doi:10.25346/S6/CXO9PD/C7XHTU",14
35195,"doi:10.25346/S6/CXO9PD/WRZG1X",14
35198,"doi:10.25346/S6/CXO9PD/KCIKL5",14
35199,"doi:10.25346/S6/CXO9PD/XO4DWM",14
35200,"doi:10.25346/S6/CXO9PD/ZTKZUP",14
35201,"doi:10.25346/S6/CXO9PD/ZBVQOX",14
35202,"doi:10.25346/S6/CXO9PD/6QJOFH",14
35205,"doi:10.25346/S6/CXO9PD/8NJEWQ",14
35207,"doi:10.25346/S6/CXO9PD/7O4SSX",14
35208,"doi:10.25346/S6/CXO9PD/TSVNE0",14
35213,"doi:10.25346/S6/CXO9PD/GNUOYC",14
35218,"doi:10.25346/S6/CXO9PD/PCBOIK",14
35221,"doi:10.25346/S6/CXO9PD/JWABIY",14
35222,"doi:10.25346/S6/CXO9PD/AJG7WD",14
35224,"doi:10.25346/S6/CXO9PD/KOBQQ0",14
35226,"doi:10.25346/S6/CXO9PD/9NCB9O",14
35231,"doi:10.25346/S6/CXO9PD/TOFGXL",14
35236,"doi:10.25346/S6/CXO9PD/1PQU28",14
35239,"doi:10.25346/S6/CXO9PD/2LORFJ",14
35241,"doi:10.25346/S6/CXO9PD/YFAYZS",14
35242,"doi:10.25346/S6/CXO9PD/ITXNND",14
35243,"doi:10.25346/S6/CXO9PD/XH1AXK",14
35244,"doi:10.25346/S6/CXO9PD/DGPJDF",14
35246,"doi:10.25346/S6/CXO9PD/CREZJK",14
35249,"doi:10.25346/S6/CXO9PD/T5A1FM",14
35254,"doi:10.25346/S6/CXO9PD/SADCPU",14
35255,"doi:10.25346/S6/CXO9PD/NONJUY",14
35257,"doi:10.25346/S6/CXO9PD/VZTMP5",14
35258,"doi:10.25346/S6/CXO9PD/GVJMOT",14
35262,"doi:10.25346/S6/CXO9PD/C9S8L7",14
35267,"doi:10.25346/S6/CXO9PD/UURECK",14
35270,"doi:10.25346/S6/CXO9PD/YU15GQ",14
35272,"doi:10.25346/S6/CXO9PD/NZZUHN",14
35276,"doi:10.25346/S6/CXO9PD/LNMV8I",14
35280,"doi:10.25346/S6/CXO9PD/FBKC1F",14
35285,"doi:10.25346/S6/CXO9PD/DPS2WO",14
35286,"doi:10.25346/S6/CXO9PD/0QKAM9",14
35287,"doi:10.25346/S6/CXO9PD/HJ3DN1",14
35290,"doi:10.25346/S6/CXO9PD/4YJCKT",14
35291,"doi:10.25346/S6/CXO9PD/9AFYFQ",14
35298,"doi:10.25346/S6/CXO9PD/N7YUG0",14
35304,"doi:10.25346/S6/CXO9PD/MKHLPT",14
35305,"doi:10.25346/S6/CXO9PD/EC3BFL",14
35306,"doi:10.25346/S6/CXO9PD/NXQYWO",14
35307,"doi:10.25346/S6/CXO9PD/HPL7YH",14
35308,"doi:10.25346/S6/CXO9PD/PHUIFY",14
35312,"doi:10.25346/S6/CXO9PD/CIV3VA",14
35316,"doi:10.25346/S6/CXO9PD/Y6XYKU",14
35320,"doi:10.25346/S6/CXO9PD/ETSRFT",14
35322,"doi:10.25346/S6/CXO9PD/PXM03H",14
35326,"doi:10.25346/S6/CXO9PD/MZ5SIT",14
35327,"doi:10.25346/S6/CXO9PD/2Q7S06",14
35330,"doi:10.25346/S6/CXO9PD/UBGWLX",14
35336,"doi:10.25346/S6/CXO9PD/7HSXML",14
35339,"doi:10.25346/S6/CXO9PD/Z7T1R6",14
35346,"doi:10.25346/S6/CXO9PD/OJUDDP",14
35349,"doi:10.25346/S6/CXO9PD/GKXFNL",14
35359,"doi:10.25346/S6/CXO9PD/KJHHJJ",14
35360,"doi:10.25346/S6/CXO9PD/3KEELY",14
35361,"doi:10.25346/S6/CXO9PD/7YT1EG",14
35362,"doi:10.25346/S6/CXO9PD/HU7XBH",14
35364,"doi:10.25346/S6/CXO9PD/2S5VMG",14
35366,"doi:10.25346/S6/CXO9PD/YOO3FO",14
35368,"doi:10.25346/S6/CXO9PD/BFTJ8E",14
35373,"doi:10.25346/S6/CXO9PD/GHBGNN",14
35378,"doi:10.25346/S6/CXO9PD/MZAFOF",14
35382,"doi:10.25346/S6/CXO9PD/VL2VKP",14
35383,"doi:10.25346/S6/CXO9PD/WGAREY",14
35384,"doi:10.25346/S6/CXO9PD/NLSPU9",14
35385,"doi:10.25346/S6/CXO9PD/HNYXNJ",14
35386,"doi:10.25346/S6/CXO9PD/KEANXB",14
35390,"doi:10.25346/S6/CXO9PD/I3O7SV",14
35391,"doi:10.25346/S6/CXO9PD/PLRAVZ",14
35392,"doi:10.25346/S6/CXO9PD/BDX6ZC",14
35397,"doi:10.25346/S6/CXO9PD/J8DZSI",14
35398,"doi:10.25346/S6/CXO9PD/Z9GEST",14
35402,"doi:10.25346/S6/CXO9PD/DS6QGD",14
35405,"doi:10.25346/S6/CXO9PD/Y2IBQ4",14
35406,"doi:10.25346/S6/CXO9PD/M8LMS3",14
35409,"doi:10.25346/S6/CXO9PD/IPSQIJ",14
35410,"doi:10.25346/S6/CXO9PD/T2IUDP",14
35416,"doi:10.25346/S6/CXO9PD/BPUM5B",14
35417,"doi:10.25346/S6/CXO9PD/TO6ICC",14
35421,"doi:10.25346/S6/CXO9PD/X8B9JV",14
35423,"doi:10.25346/S6/CXO9PD/KSGH7P",14
35424,"doi:10.25346/S6/CXO9PD/WRXXGA",14
35425,"doi:10.25346/S6/CXO9PD/1UNQRN",14
35429,"doi:10.25346/S6/CXO9PD/JWQECX",14
35431,"doi:10.25346/S6/CXO9PD/11QHDN",14
35432,"doi:10.25346/S6/CXO9PD/DZQQ45",14
35434,"doi:10.25346/S6/CXO9PD/V8UHPQ",14
35435,"doi:10.25346/S6/CXO9PD/LS51QH",14
35437,"doi:10.25346/S6/CXO9PD/ESD0G5",14
35439,"doi:10.25346/S6/CXO9PD/U1IN67",14
35444,"doi:10.25346/S6/CXO9PD/K5U6XM",14
35445,"doi:10.25346/S6/CXO9PD/TQE2K9",14
35448,"doi:10.25346/S6/CXO9PD/KI80U0",14
35451,"doi:10.25346/S6/CXO9PD/JX2L6W",14
35452,"doi:10.25346/S6/CXO9PD/PBR0WN",14
35455,"doi:10.25346/S6/CXO9PD/QXWJ6S",14
35456,"doi:10.25346/S6/CXO9PD/P6S74L",14
35457,"doi:10.25346/S6/CXO9PD/DIE60D",14
35460,"doi:10.25346/S6/CXO9PD/6CDNNO",14
35463,"doi:10.25346/S6/CXO9PD/AMKOBU",14
35465,"doi:10.25346/S6/CXO9PD/AXCTPD",14
35467,"doi:10.25346/S6/CXO9PD/2BYXQQ",14
35469,"doi:10.25346/S6/CXO9PD/AM06VC",14
35471,"doi:10.25346/S6/CXO9PD/K3QQBT",14
35475,"doi:10.25346/S6/CXO9PD/1JOIVV",14
35479,"doi:10.25346/S6/CXO9PD/EWNYCQ",14
35480,"doi:10.25346/S6/CXO9PD/RLJTBO",14
35483,"doi:10.25346/S6/CXO9PD/4PNOCE",14
35486,"doi:10.25346/S6/CXO9PD/GANQUS",14
35489,"doi:10.25346/S6/CXO9PD/X2DVPN",14
35490,"doi:10.25346/S6/CXO9PD/5FDZVZ",14
35491,"doi:10.25346/S6/CXO9PD/XLKXH7",14
35493,"doi:10.25346/S6/CXO9PD/JORPX5",14
35494,"doi:10.25346/S6/CXO9PD/C090ZN",14
35495,"doi:10.25346/S6/CXO9PD/B0XJOY",14
35496,"doi:10.25346/S6/CXO9PD/LLJWTV",14
35499,"doi:10.25346/S6/CXO9PD/DBJVGH",14
35505,"doi:10.25346/S6/CXO9PD/BALJFY",14
35509,"doi:10.25346/S6/CXO9PD/FZODRD",14
35520,"doi:10.25346/S6/CXO9PD/WWREQY",14
35521,"doi:10.25346/S6/CXO9PD/FCLS1L",14
35523,"doi:10.25346/S6/CXO9PD/2JI3XM",14
35527,"doi:10.25346/S6/CXO9PD/RRLLMH",14
35529,"doi:10.25346/S6/CXO9PD/E1IQKB",14
35538,"doi:10.25346/S6/CXO9PD/ITED8F",14
35545,"doi:10.25346/S6/CXO9PD/BGWUR5",14
35553,"doi:10.25346/S6/CXO9PD/4VKX7D",14
35554,"doi:10.25346/S6/CXO9PD/WU16SA",14
35559,"doi:10.25346/S6/CXO9PD/SJ7NI4",14
35562,"doi:10.25346/S6/CXO9PD/NPP2B2",14
35563,"doi:10.25346/S6/CXO9PD/3XGPED",14
35566,"doi:10.25346/S6/CXO9PD/WT4L95",14
35567,"doi:10.25346/S6/CXO9PD/5QUG3P",14
35568,"doi:10.25346/S6/CXO9PD/FONYCR",14
35569,"doi:10.25346/S6/CXO9PD/ONI9CF",14
35570,"doi:10.25346/S6/CXO9PD/0VQN1I",14
35572,"doi:10.25346/S6/CXO9PD/7S96FF",14
35574,"doi:10.25346/S6/CXO9PD/2D3KVF",14
35576,"doi:10.25346/S6/CXO9PD/8PTI5V",14
35580,"doi:10.25346/S6/CXO9PD/0NOQA7",14
35584,"doi:10.25346/S6/CXO9PD/ZWUYVD",14
35588,"doi:10.25346/S6/CXO9PD/7FFRMX",14
35592,"doi:10.25346/S6/CXO9PD/Y7XWON",14
35594,"doi:10.25346/S6/CXO9PD/JDRL5M",14
35596,"doi:10.25346/S6/CXO9PD/V5SPYH",14
35597,"doi:10.25346/S6/CXO9PD/CU1HDK",14
35598,"doi:10.25346/S6/CXO9PD/ZWQRXS",14
35599,"doi:10.25346/S6/CXO9PD/ZKEZEU",14
35600,"doi:10.25346/S6/CXO9PD/MF6XMX",14
35605,"doi:10.25346/S6/CXO9PD/8IODWZ",14
35607,"doi:10.25346/S6/CXO9PD/U2CTWH",14
35608,"doi:10.25346/S6/CXO9PD/VZKD85",14
35610,"doi:10.25346/S6/CXO9PD/6FILZU",14
35611,"doi:10.25346/S6/CXO9PD/MINJHR",14
35619,"doi:10.25346/S6/CXO9PD/CB6HUA",14
35622,"doi:10.25346/S6/CXO9PD/HZMKRM",14
35624,"doi:10.25346/S6/CXO9PD/BR6UGC",14
35627,"doi:10.25346/S6/CXO9PD/OVT7YX",14
35630,"doi:10.25346/S6/CXO9PD/YYCEO3",14
35634,"doi:10.25346/S6/CXO9PD/KVK9BY",14
35635,"doi:10.25346/S6/CXO9PD/SJUI98",14
35636,"doi:10.25346/S6/CXO9PD/FDD83U",14
35641,"doi:10.25346/S6/CXO9PD/KQ3FK4",14
38788,"doi:10.25346/S6/B89KXF/XDO1DJ",14
35643,"doi:10.25346/S6/CXO9PD/YFAKI6",14
35644,"doi:10.25346/S6/CXO9PD/E5AIGK",14
35645,"doi:10.25346/S6/CXO9PD/Z64VHO",14
